seed,reused,final_loss,final_accuracy,best_loss,best_accuracy,best_step,value_selected,elapsed_seconds,total_wall_time_seconds,initialization_time_seconds,rebase_overhead_time_seconds,peak_memory_allocated_mb,refreshed_layers_text,path
11,True,0.6777166795214161,0.555956678700361,0.6849457219189254,0.5667870036101083,140,False,31.848938072998862,31.82550411000011,1.8962854050005262,0.5047321489873866,1417.41943359375,base_model.model.roberta.encoder.layer.0.attention.self.query,results/2026-04-12/roberta-base_RTE_GADI-R多随机种子验证_A10/gadi_seed_11_160235
42,True,0.6910660251813675,0.48014440433212996,0.6913805745999305,0.5451263537906137,100,False,25.5525699789996,25.540921731000708,1.6391905500004214,0.4848865040094097,1418.29443359375,base_model.model.roberta.encoder.layer.0.attention.self.query,results/2026-04-12/roberta-base_RTE_GADI-R多随机种子验证_A10/gadi_seed_42_160307
123,True,0.6625741515779323,0.5956678700361011,0.6578325086982671,0.6534296028880866,140,False,24.048402514001282,24.048121702999197,1.607404886999575,0.48842502800653165,1418.29443359375,base_model.model.roberta.encoder.layer.0.attention.self.query,results/2026-04-12/roberta-base_RTE_GADI-R多随机种子验证_A10/gadi_seed_123_160332
2026,True,0.6988049612148574,0.4729241877256318,0.686199835706704,0.5306859205776173,140,False,32.91614311700141,32.91587098799937,1.6060914499994396,0.49004818700268515,1906.45068359375,base_model.model.roberta.encoder.layer.0.attention.self.query,results/2026-04-12/roberta-base_RTE_GADI-R多随机种子验证_A10/gadi_seed_2026_160422
3407,True,0.6795092575816901,0.6425992779783394,0.6847066106779051,0.5270758122743683,140,False,25.40772596900024,25.396319235000192,1.5666434790000494,0.4929271889923257,1906.45068359375,base_model.model.roberta.encoder.layer.0.attention.self.query,results/2026-04-12/roberta-base_RTE_GADI-R多随机种子验证_A10/gadi_seed_3407_160356
